feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,accepted,target
0.9967141530112327,0.36173569882881534,1.1476885381006925,2.0230298564080256,0.26584662527666403,0.2658630430508194,2.0792128155073915,1.267434729152909,0.03052561406504789,1.0425600435859645,1.0,0
0.036582307187537744,0.034270246429743134,0.7419622715660341,1.413280244657798,1.2249178325130328,0.062287529240972694,0.5128311203344238,0.8142473325952739,0.4080240755212111,0.9123037013352917,1.0,0
1.965648768921554,0.27422369951346437,0.5675282046879239,0.9247481862134568,0.04438272452518266,0.6109225897098661,0.6509935774223028,0.875698018345672,0.10063868991880498,0.20830625020672322,0.0,0
0.10170661222939692,2.352278184508938,0.4865027752620661,0.5577109289558999,1.3225449121031891,0.7208436499710222,0.7088635950047554,1.4596701238797756,0.8281860488984305,0.6968612358691235,1.0,0
1.2384665799954104,0.6713682811899705,0.38435171761175946,0.1988963044107112,0.9785219903674274,0.21984420839470864,0.0393612290402125,1.5571222262189157,0.8436182895684614,1.263040155362734,0.0,0
0.824083969394795,0.11491771958368346,0.17692200030595873,1.1116762888408678,1.530999522495951,1.4312801191161986,0.33921752322263854,0.19078762414878542,0.831263431403564,1.4755451271223592,1.0,0
0.020825762154710048,0.31434102333618286,0.6063349740060282,0.6962066240806708,1.312525822394198,1.856240028570823,0.4279898784196662,1.5035328978920242,0.8616360250476341,0.14511975460512427,1.0,0
0.861395605508414,2.038036566465969,0.4641739608900485,2.064643655814006,2.1197451040897444,1.321902504375224,0.5870470682381713,0.20099264953413215,0.5917607765355023,1.4875689146008928,1.0,0
0.2803281121624881,0.8571125715117465,1.977894044741516,0.018270218273647387,0.3084936028931876,0.001757043584536544,1.4154021177020741,0.8287511096596845,0.029760203767038806,1.0132674331133562,1.0,0
0.5970775493480404,1.4686449905328893,0.20205309387735237,0.1723378534022318,0.10789184686784237,0.9635149481321186,0.7961202770645761,0.7610552721798893,0.5051134566424609,0.2654128666248526,1.0,0
0.9153707420504142,0.07935467723464096,0.15728548347323051,0.3022772692216189,0.33871428833399086,0.9040508568145385,2.3861859012105304,0.6745778128318389,0.757550390722764,0.4255540842338329,1.0,0
1.4187712152990415,0.4734861245507831,0.5602302099410265,2.963242112485286,0.3076390352188775,0.8015473423336125,0.4652882302947567,0.668678037619532,1.6428228145150205,1.2519330326867741,0.0,0
1.291031947043047,0.4093874547947389,1.9027943109360992,0.9018510627922809,1.0868570938002704,2.6904556258099785,0.49053632513068834,0.06629772960277192,0.5996513650876412,0.0034756541161992116,0.0,0
1.0506634310661327,0.5685629748060274,0.5623037137261049,0.9735924306351815,0.4194242342338034,2.04993440501754,0.2832532923362371,0.17793848379432442,1.3135172173696699,0.7308643164339552,0.0,0
0.7274599346041294,1.807142754282428,1.1074832345612275,0.6846338585323042,0.7598827942484234,1.28182287177731,0.736950710878082,0.8204566130842763,1.0219415656168978,0.796984673233186,1.0,0
0.7504928503458766,0.8464482094969759,0.1800247215784908,0.7322536971610035,0.7930724732986812,0.2143514180263678,2.365774511144757,0.9738329209117875,0.6913034972026486,1.1565536086338297,1.0,0
0.47468167022732144,1.2870846037424521,1.658595579007404,0.32068231835171046,1.4633761292443217,0.9127809269364984,1.3220601599944901,2.396792982653947,0.25461188399712953,0.2537361643574896,1.0,0
0.3895144296255233,0.3158102849654383,0.4228982905858959,0.8411519748166435,0.776690799330019,1.3271832490360238,0.513001891877907,1.9535340771573169,0.23534316676204392,3.220169166589619,1.0,0
1.125667347765006,0.35715755641628255,0.5708924980611123,0.9824724152431853,0.27653721467414916,1.2140004940920919,0.9732376245735448,0.42717108734312725,0.346793718068405,1.0148472246858646,0.0,0
0.053485047932978924,1.3563987943234723,0.714093744130204,0.745738778711988,0.673180925851182,0.8853173797288367,0.383857436201133,0.6537251059455279,0.5582087184459998,0.6429702978306231,1.0,0
0.8577873603482833,1.0607845263682343,1.583051243175277,1.553802052034903,0.877669367957091,0.4378250399151228,1.0150352672086598,1.013785950912209,1.0150476863060478,4.352731490654721,1.0,0
1.070890510693167,1.635565640180599,1.4540017634932023,1.151391251305798,0.18473075535965444,1.2589692204932672,0.2728252145375718,0.2631813932599911,0.014636452170896541,0.5818741393863226,0.0,0
2.8146585666735087,1.3672651925917483,1.1862601903745136,1.1127158711896519,0.028068134210566476,1.5889505969673663,0.5642800190954628,0.5777447779293061,0.21530370925996822,1.1795977489346758,0.0,0
0.23036663171713667,0.7164585895819748,0.5455718399038137,0.15160034760581687,2.6439440893253257,1.1339190223180111,1.5251425866576072,0.6864543147694276,0.16178646476838798,1.352433334796224,1.0,0
