feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
0.2245148751892984,0.6485982952723774,2.805590937401358,0.5695249870177119,2.676771182264304,0.68531212412499,0.3066745470514829,1.147291204897671,2.1459045349434485,2.4778793365967156,1.0
1.0385479902967785,1.3168031334515065,2.3033872734876457,1.233592934397989,4.972675245882878,1.0869052336008722,3.548788384550082,0.3428104757979497,0.4690047224543852,2.787109286211565,1.0
1.1489880201517488,1.7943822544992198,2.835692651220368,1.1148579191833077,1.247119903953985,1.8992679331422084,0.3814704850744941,0.8372091434380569,0.1632225639703567,0.9979591814528364,1.0
1.177318330136402,2.4202944374185433,0.3635144149424562,1.0866457904103748,2.824750100904992,2.7221229227570625,0.2252661277983535,0.5150786988461338,3.3172719657678127,2.8015167900712203,1.0
1.346716952368733,0.0893729957822774,2.0566129859922473,0.4283652798058375,0.285387289262386,1.1407157680381683,0.7219450076789627,1.110151734559445,2.4266083315671003,0.8804964378864972,0.0
0.4190555830604399,2.767846422055539,0.492099643068111,1.808339427146369,2.4201747706953833,3.050871716779316,1.5146382884201344,0.1629682090364326,2.427208299576206,3.1818978013041916,0.0
0.0104171838264743,1.7339203612414678,0.9264664815021316,0.2182442864749409,3.676502491027727,0.6180571627245632,1.6934519547858078,2.181466134596086,1.1550241108713168,2.0592060955394524,0.0
0.9046466727229692,1.7701815063938884,0.3941106556416276,1.465778524708597,3.0477415347786136,1.3510580152990377,0.0277491910999474,0.7878927563353363,0.4712129598232285,2.3733676656963447,1.0
1.6082668059708325,2.36175330796905,2.6198226754307363,0.9870108313386948,5.414235363743415,3.6815853493398714,1.35162234399651,0.1835299526417568,1.6185369997649448,4.628103928128426,0.0
3.9549375842417778,1.5034999017258293,3.808844386123036,2.7551591578926726,4.660449406544148,3.1204269593937672,1.77995568534349,0.7684863520702712,1.340360294264149,2.3129640628721035,0.0
2.2713022722211895,1.1763576056268334,0.8860146314904718,1.5422858470829903,6.473950256333344,3.514255568033858,3.2660253240559323,0.153731879752315,2.0957452783311012,2.885985252308384,0.0
2.632365120102577,0.9716694875725987,0.2881857888870283,0.3358000418491571,0.316680049491251,1.4196148179761372,2.124648743448015,0.0756967015286516,0.8234055648051446,1.0556484060567206,0.0
0.9109237944458242,2.814637275535917,0.963663636516665,0.6583343191997615,4.120790429526153,3.1878544495039662,1.2030498625140438,0.3958397594096623,2.1858811641928666,4.09026688873401,0.0
